,收盘,开盘,高,低,交易量
2017/9/19,3356.84,3365.53,3370.4,3344.71,19.11
2017/9/20,3366,3352.18,3370.1,3346.54,19.22
2017/9/21,3357.81,3364.7,3377.88,3356.88,19.74
2017/9/22,3352.53,3347.16,3356.45,3334.98,17.92
2017/9/25,3341.55,3344.59,3350.96,3334.94,16.96
2017/9/26,3343.58,3336.35,3347.16,3332.6,13.26
2017/9/27,3345.27,3340.82,3349.69,3340.3,14.31
2017/9/28,3339.64,3343.84,3344.6,3336.18,14.94
2017/9/29,3348.94,3340.31,3357.02,3340.31,14.49
2017/10/9,3374.38,3403.25,3410.17,3366.97,19.17
2017/10/10,3382.99,3373.34,3384.03,3358.8,17.94
2017/10/11,3388.28,3381.49,3395.78,3379.16,18.15
2017/10/12,3386.1,3385.53,3390.2,3372.53,16.18
2017/10/13,3390.52,3384.49,3395.75,3383.24,14
2017/10/16,3378.47,3393.21,3400.51,3374.77,17.43
2017/10/17,3372.04,3373.23,3382.41,3365.56,12.54
2017/10/18,3381.79,3373.53,3383.23,3371.92,15.72
2017/10/19,3370.17,3374.64,3378.74,3359.63,15.85
2017/10/20,3378.65,3363.51,3379.77,3360.1,12.72
2017/10/23,3380.7,3382.28,3385.29,3374.7,13.08
2017/10/24,3388.25,3376.6,3388.69,3374.12,13.99
2017/10/25,3396.9,3384.86,3398.3,3382.03,12.31
2017/10/26,3407.57,3397.52,3414.24,3391.45,18.38
2017/10/27,3416.81,3404.5,3421.1,3402.11,17.03
2017/10/30,3390.34,3413.87,3419.73,3357.28,20.83
2017/10/31,3393.34,3381,3397.1,3376.12,15.35
2017/11/1,3395.91,3393.97,3410.35,3388.6,18.06
2017/11/2,3383.31,3391.65,3391.65,3372.21,16.69
2017/11/3,3371.74,3377.74,3380.57,3347.36,17.27
2017/11/6,3388.17,3369.68,3389.38,3356.53,15.46
2017/11/7,3413.57,3389.47,3415.15,3387.95,19.06
2017/11/8,3415.46,3409.15,3434.49,3404.88,18.54
2017/11/9,3427.79,3410.67,3428.77,3408.62,15.86
2017/11/10,3432.67,3423.18,3438.79,3414.33,18.93
2017/11/13,3447.84,3435.18,3449.16,3435.08,20.54
2017/11/14,3429.55,3446.55,3450.49,3419.69,19.65
2017/11/15,3402.52,3416.21,3423.75,3396.38,16.88
2017/11/16,3399.25,3393.19,3409.65,3390.59,15.67
2017/11/17,3382.91,3392.68,3403.29,3373.3,24.95
2017/11/20,3392.4,3361.36,3393.11,3337.12,17.65
2017/11/21,3410.5,3382.36,3419.8,3377.6,19.69
2017/11/22,3430.46,3417.33,3442.18,3404.29,21.36
2017/11/23,3351.92,3425.01,3429.42,3342.33,21.53
2017/11/24,3353.82,3340.38,3360.75,3328.33,15.96
2017/11/27,3322.23,3346.66,3347.05,3315.26,16.64
2017/11/28,3333.66,3311.23,3333.8,3300.78,13.82
2017/11/29,3337.86,3335.57,3343.06,3305.57,18.38
2017/11/30,3317.19,3328.64,3340.92,3306.28,15.66
2017/12/1,3317.62,3315.11,3324.52,3302.44,13.92
2017/12/4,3309.62,3310.38,3324,3304.1,14.81
2017/12/5,3303.68,3301.69,3315.74,3300.51,20.83
2017/12/6,3293.96,3291.31,3296.2,3254.61,15.16
2017/12/7,3272.05,3283.28,3291.28,3259.16,13.21
2017/12/8,3289.99,3264.48,3297.13,3258.76,13.32
2017/12/11,3322.2,3290.49,3322.67,3288.29,13.2
2017/12/12,3280.81,3320.31,3320.31,3280.33,12.46
2017/12/13,3303.04,3278.4,3304.01,3273.32,11.2
2017/12/14,3292.44,3302.93,3309.53,3282.57,12.05
2017/12/15,3266.14,3287.53,3287.53,3259.39,13.09
2017/12/18,3267.92,3268.03,3280.54,3254.18,12.07
2017/12/19,3296.54,3266.02,3296.94,3266.02,11.51
2017/12/20,3287.61,3296.74,3300.21,3276.12,13.77
2017/12/21,3300.06,3281.12,3309.22,3267.4,14.21
2017/12/22,3297.06,3297.69,3307.33,3293.44,12.4
2017/12/25,3280.46,3296.21,3312.3,3270.44,14.69
2017/12/26,3306.12,3277.84,3307.3,3274.33,14.24
2017/12/27,3275.78,3302.46,3307.08,3270.35,16.27
2017/12/28,3296.38,3272.29,3304.1,3263.73,17.54
2017/12/29,3307.17,3295.25,3308.22,3292.77,14.16
2018/1/2,3348.33,3314.03,3349.05,3314.03,20.23
2018/1/3,3369.11,3347.74,3379.92,3345.29,21.38
2018/1/4,3385.71,3371,3392.83,3365.3,20.7
2018/1/5,3391.75,3386.46,3402.07,3380.24,21.31
2018/1/8,3409.48,3391.55,3412.73,3384.56,23.62
2018/1/9,3413.9,3406.11,3417.23,3403.59,19.15
2018/1/10,3421.83,3414.11,3430.21,3398.84,20.91
2018/1/11,3425.34,3415.59,3426.48,3405.64,17.38
2018/1/12,3428.94,3423.88,3435.42,3417.98,17.41
2018/1/15,3410.49,3428.95,3442.5,3402.31,23.2
2018/1/16,3436.59,3403.47,3437.58,3401.96,21.15
2018/1/17,3444.67,3438.58,3465.2,3430.51,26.1
2018/1/18,3474.75,3449.88,3476.55,3448.79,22
2018/1/19,3487.86,3481.62,3498.43,3474.29,24.75
2018/1/22,3501.36,3476.99,3503.39,3475.67,21.75
2018/1/23,3546.5,3504.34,3547.22,3504.34,23.87
2018/1/24,3559.47,3553.48,3569.49,3527.11,25.3
2018/1/25,3548.31,3555.17,3571.48,3528.03,24.34
2018/1/26,3558.13,3535.49,3574.9,3534.2,22.27
2018/1/29,3523,3563.64,3587.03,3510.27,23.6
2018/1/30,3488.01,3511.5,3523.05,3484.66,18.64
2018/1/31,3480.83,3470.51,3495.45,3454.73,20.73
2018/2/1,3446.98,3478.67,3495.09,3424.42,26.05
2018/2/2,3462.08,3419.22,3463.16,3388.86,20.81
2018/2/5,3487.5,3411.67,3487.72,3406.24,21.77
2018/2/6,3370.65,3418.01,3440.12,3364.22,28.06
2018/2/7,3309.26,3412.74,3425.54,3304.01,26.09
2018/2/8,3262.05,3281.05,3307.16,3225.71,20.13
2018/2/9,3129.85,3172.85,3180.11,3062.74,25.64
2018/2/12,3154.13,3128.37,3168.13,3113.61,15.33
2018/2/13,3184.96,3176.11,3219.22,3176.11,15.15
2018/2/14,3199.16,3188.25,3203.5,3171.38,10.03
2018/2/22,3268.56,3237.57,3269.92,3234.12,13.87
2018/2/23,3289.02,3275.43,3294.13,3258.49,14.58
2018/2/26,3329.57,3307.3,3335.99,3281.61,18.86
2018/2/27,3292.07,3328.67,3328.67,3284.63,17.42
2018/2/28,3259.41,3264.06,3277.83,3239.84,15.1
2018/3/1,3273.75,3235.09,3280.15,3228.58,15.91
2018/3/2,3254.53,3248.45,3269.94,3242.27,15.09
2018/3/5,3256.93,3255.87,3269.4,3236.72,14.48
2018/3/6,3289.64,3266.49,3290.25,3243.65,19.54
2018/3/7,3271.67,3288.86,3308.41,3264.76,16.87
2018/3/8,3288.41,3268.35,3289.5,3261.55,14.98
2018/3/9,3307.17,3291.43,3309.72,3283.56,16.84
2018/3/12,3326.7,3319.21,3333.56,3313.56,20.65
2018/3/13,3310.24,3324.12,3333.88,3307.38,17.71
2018/3/14,3291.38,3298.67,3304.98,3287.36,15.75
2018/3/15,3291.11,3277.51,3297.1,3273.2,14.86
2018/3/16,3269.88,3290.21,3300.57,3269.28,14.12
2018/3/19,3279.25,3264.93,3280.57,3251.05,13.8
2018/3/20,3290.64,3257.22,3292.57,3252.43,13.99
2018/3/21,3280.95,3299.73,3314.21,3268.88,16.84
2018/3/22,3263.48,3281.26,3288.8,3242.76,15.04
2018/3/23,3152.76,3172.77,3188.24,3110.66,27.55
2018/3/26,3133.72,3117.32,3134.28,3091.46,18.64
2018/3/27,3166.65,3164.8,3172.78,3143.57,18.91
2018/3/28,3122.29,3130.57,3165.21,3117.53,16.35
2018/3/29,3160.53,3127.26,3174.51,3098.25,17.03
2018/3/30,3168.9,3161.79,3177.72,3152.89,15.46
2018/4/2,3163.18,3169.78,3192.34,3159.99,17.77
2018/4/3,3136.63,3130.01,3144.33,3119.13,15.22
2018/4/4,3131.11,3147.05,3163.34,3128.87,14.7
2018/4/9,3138.29,3125.44,3146.09,3110.3,13.96
2018/4/10,3190.32,3144.26,3190.65,3139.08,16.82
2018/4/11,3208.08,3197.37,3220.85,3191.59,17.59
2018/4/12,3180.16,3203.28,3205.25,3177.05,14.82
2018/4/13,3159.05,3192.04,3197.9,3155.51,12.76
2018/4/16,3110.65,3152.89,3153.11,3096.1,15.44
2018/4/17,3066.8,3112.97,3118.76,3064.03,14.72
2018/4/18,3091.4,3091.91,3096.89,3041.62,15.93
2018/4/19,3117.38,3094.27,3127.44,3090.29,16.01
2018/4/20,3071.54,3105.46,3111.17,3065.92,15.51
2018/4/23,3068.01,3063.44,3085.06,3045.94,13.17
2018/4/24,3128.93,3069.75,3136.04,3069.75,16.23
2018/4/25,3117.97,3112.4,3122.91,3107,12.73
2018/4/26,3075.03,3119.5,3121.93,3067.93,13.4
2018/4/27,3082.23,3082.41,3088.03,3049.91,13.12
2018/5/2,3081.18,3087.41,3097.6,3064.76,13.42
2018/5/3,3100.86,3074.52,3105.66,3056.16,14
2018/5/4,3091.03,3093.12,3104.09,3086.78,11.87
2018/5/7,3136.64,3094.9,3136.84,3091.66,13.89
2018/5/8,3161.5,3135.3,3169.7,3134.06,14.69
2018/5/9,3159.15,3160.14,3165.37,3145.66,12.26
2018/5/10,3174.41,3169.05,3176.14,3155.53,13.3
2018/5/11,3163.26,3179.8,3180.76,3162.21,13.07
2018/5/14,3174.03,3167.04,3183.82,3163.48,12.93
2018/5/15,3192.12,3180.42,3192.81,3164.52,12.45
2018/5/16,3169.57,3180.23,3191.95,3166.81,13.05
2018/5/17,3154.28,3170.01,3172.77,3148.62,11.4
2018/5/18,3193.3,3151.08,3193.45,3144.78,13.65
2018/5/21,3213.84,3206.18,3219.74,3203.34,16.45
2018/5/22,3214.35,3211.25,3214.59,3192.23,14.43
2018/5/23,3168.96,3205.44,3205.44,3168.96,15.78
2018/5/24,3154.65,3167.94,3173.53,3152.07,12.41
2018/5/25,3141.3,3148.41,3156.73,3131.07,12.86
2018/5/28,3135.08,3136.81,3149.66,3115.96,12.88
2018/5/29,3120.46,3129.62,3143.21,3112.15,13.57
2018/5/30,3041.44,3081.14,3085.4,3041,15.51
2018/5/31,3095.47,3061.83,3098.08,3054.27,14.05
2018/6/1,3075.14,3084.75,3102.09,3059.79,12.99
2018/6/4,3091.19,3083.43,3098.4,3076.99,11.46
2018/6/5,3114.21,3088.01,3114.77,3080.05,11.87
2018/6/6,3115.18,3109.17,3117.53,3103.53,12.02
2018/6/7,3109.5,3121.18,3128.72,3105.58,12.78
2018/6/8,3067.15,3100.6,3100.68,3053.29,13.47
2018/6/11,3052.78,3057.34,3063.61,3037.91,10.86
2018/6/12,3079.8,3053.03,3081.45,3034.1,11.33
2018/6/13,3049.8,3071.46,3071.46,3044.12,11.96
2018/6/14,3044.16,3038.07,3066.05,3032.41,11.55
2018/6/15,3021.9,3037.45,3048.8,3008.73,14.45
2018/6/19,2907.82,2982.65,2984.97,2871.35,23.05
2018/6/20,2915.73,2889.98,2925.56,2872.16,14.43
2018/6/21,2875.81,2912,2940.59,2872.62,15.44
2018/6/22,2889.76,2855.58,2891.97,2837.14,12.61
2018/6/25,2859.34,2903.45,2908.62,2857.87,12.19
2018/6/26,2844.51,2829.99,2850.24,2803.79,12.59
2018/6/27,2813.18,2842.4,2854.26,2798.8,12.94
2018/6/28,2786.9,2799.9,2825.99,2782.45,11.84
2018/6/29,2847.42,2789.81,2848.37,2782.38,12.57
2018/7/2,2775.56,2841.58,2845.68,2756.82,13.7
2018/7/3,2786.89,2774.57,2786.89,2722.45,14.25
2018/7/4,2759.13,2776.63,2793.18,2754.16,12.33
2018/7/5,2733.88,2755.34,2777.52,2727.94,12.92
2018/7/6,2747.23,2731.35,2768.87,2691.02,13.63
2018/7/9,2815.11,2752.45,2815.79,2752.45,12.15
2018/7/10,2827.63,2819.71,2828.49,2800.63,11.71
2018/7/11,2777.77,2780.7,2794.36,2752.43,12.68
2018/7/12,2837.66,2771.04,2844.19,2771.04,14.7
2018/7/13,2831.18,2831.43,2835.46,2818.85,11.77
2018/7/16,2814.04,2827.08,2837.51,2804.49,10.78
2018/7/17,2798.13,2806.89,2806.92,2774.76,10.54
2018/7/18,2787.26,2801.78,2818.4,2786.04,12.1
2018/7/19,2772.55,2791.02,2805.01,2764.49,11.45
2018/7/20,2829.27,2769.75,2837.86,2753.84,14.59
2018/7/23,2859.54,2815.2,2863.57,2809.62,17.34
2018/7/24,2905.56,2862.27,2911.46,2862.27,22.96
2018/7/25,2903.65,2911.45,2912.31,2894.04,16.78
2018/7/26,2882.23,2905.79,2915.3,2875.7,16.84
2018/7/27,2873.59,2879.69,2889.69,2864.11,14.64
2018/7/30,2869.05,2871.94,2896.01,2850.3,15.17
2018/7/31,2876.4,2866.9,2884.68,2854.32,11.89
2018/8/1,2824.53,2882.51,2897.4,2823.93,14.95
2018/8/2,2768.02,2815.34,2815.34,2726.48,17.42
2018/8/3,2740.44,2763.4,2777.66,2740.43,12.7
2018/8/6,2705.16,2736.53,2760.47,2692.32,12.98
2018/8/7,2779.37,2711.74,2779.37,2696.04,14.96
2018/8/8,2744.07,2771.13,2779.91,2741.07,14.77
2018/8/9,2794.38,2729.58,2801.66,2726.22,15.17
2018/8/10,2795.31,2791.4,2806.11,2777.51,12.15
2018/8/13,2785.87,2769.02,2789.8,2742.56,12.75
2018/8/14,2780.96,2780.74,2789.44,2766.57,10.96
2018/8/15,2723.26,2777.25,2777.7,2721.24,11.62
2018/8/16,2705.19,2691.43,2732.95,2672.74,12.03
2018/8/17,2668.97,2723.89,2730.33,2665.59,11.24
2018/8/20,2698.47,2673.07,2698.47,2653.11,11.08
2018/8/21,2733.83,2700.34,2739.17,2696.29,11.36
2018/8/22,2714.61,2731.96,2731.96,2709.06,9.37
2018/8/23,2724.62,2714.87,2736.01,2700.8,9.84
2018/8/24,2729.43,2717.08,2748.82,2705.32,10.05
2018/8/27,2780.9,2736.32,2780.9,2736.32,13.28
2018/8/28,2777.98,2782.29,2791.39,2769.4,11.87
2018/8/29,2769.29,2774.86,2778.54,2762.35,10.02
2018/8/30,2737.74,2769.33,2780.53,2736.35,10.61
2018/8/31,2725.25,2730.11,2744.63,2710.54,10.98
2018/9/3,2720.73,2716.4,2722.85,2692.36,10.22
2018/9/4,2750.58,2720.65,2756.61,2712.38,10.9
2018/9/5,2704.34,2741.38,2745.47,2704.34,10.5
2018/9/6,2691.59,2697.58,2719.41,2683.74,9.9
2018/9/7,2702.3,2696.68,2728.55,2683.72,10.75
2018/9/10,2669.48,2698.01,2703.43,2667.32,10.36
2018/9/11,2664.8,2668.49,2680.57,2652.7,9.99
2018/9/12,2656.11,2659.74,2672.07,2647.17,9
2018/9/13,2686.58,2679.21,2689.06,2653.19,10.73
2018/9/14,2681.64,2688.78,2694.92,2675.29,10
2018/9/17,2651.79,2671.29,2671.29,2647.92,8.82
2018/9/18,2699.95,2644.3,2700.19,2644.3,11.58
2018/9/19,2730.85,2694.8,2746.08,2690.99,14.15
2018/9/20,2729.24,2732.17,2743.96,2724.08,11.14
2018/9/21,2797.48,2733.87,2797.49,2722.03,15.8
2018/9/25,2781.14,2775.07,2790.03,2771.16,11.2
2018/9/26,2806.81,2785.32,2827.34,2783.34,13.96
2018/9/27,2791.77,2805.79,2810.51,2786.32,12.4
2018/9/28,2821.35,2794.26,2821.76,2791.84,13.43
2018/10/8,2716.51,2768.21,2771.94,2710.18,14.95
2018/10/9,2721.01,2713.73,2734.31,2711.2,11.68
2018/10/10,2725.84,2723.72,2743.55,2703.06,11.35
2018/10/11,2583.46,2643.07,2661.29,2560.32,19.72
2018/10/12,2606.91,2574.04,2615.92,2536.67,17.01
2018/10/15,2568.1,2605.91,2611.97,2564.74,11.86
2018/10/16,2546.33,2567.76,2597.72,2536.44,11.94
2018/10/17,2561.61,2574.31,2582.55,2517.57,13
2018/10/18,2486.42,2544.91,2544.91,2485.62,12.54
2018/10/19,2550.47,2460.08,2553.39,2449.2,14.73
2018/10/22,2654.88,2565.64,2675.41,2565.64,21.19
2018/10/23,2594.83,2652.65,2659.81,2583.26,17.83
2018/10/24,2603.3,2579.97,2640.4,2577.77,16.01
2018/10/25,2603.8,2540.93,2606.1,2531.53,16.2
2018/10/26,2598.85,2610.9,2626.12,2580.85,15.89
2018/10/29,2542.1,2593.59,2595.54,2529.19,13.42
2018/10/30,2568.05,2538.57,2586.92,2521.78,16.67
2018/10/31,2602.78,2573.01,2612.92,2567.03,18.06
2018/11/1,2606.24,2617.03,2636.8,2603.65,20.09
2018/11/2,2676.48,2649.25,2676.48,2628.87,22.5
2018/11/5,2665.43,2665.43,2673.19,2639.27,19.38
2018/11/6,2659.36,2660.72,2660.86,2635.32,16.37
2018/11/7,2641.34,2659.84,2675.68,2639.25,17.32
2018/11/8,2635.63,2660.09,2662.37,2632.3,15.96
2018/11/9,2598.87,2621.24,2621.24,2598.16,15.24
2018/11/12,2630.52,2593.2,2631.17,2590.21,17.5
2018/11/13,2654.88,2600.5,2666.49,2597.35,24.93
2018/11/14,2632.24,2648.31,2658.31,2627.96,23.84
2018/11/15,2668.17,2632.14,2668.17,2631.89,20.78
2018/11/16,2679.11,2669.78,2695.57,2657.03,24.22
2018/11/19,2703.51,2681.9,2703.51,2674.18,23.17
2018/11/20,2645.85,2684.29,2690.83,2643.36,21.59
2018/11/21,2651.51,2619.82,2653.8,2617.78,18.26
2018/11/22,2645.43,2655.9,2658,2634.48,14.93
2018/11/23,2579.48,2640.67,2642.04,2577.35,19.15
2018/11/26,2575.81,2580.84,2595,2568.04,13.43
2018/11/27,2574.68,2585.83,2592.54,2566.17,12.37
2018/11/28,2601.74,2575.45,2601.96,2561.56,14.6
2018/11/29,2567.44,2613.78,2617.55,2567.44,15.72
2018/11/30,2588.19,2564.56,2590.21,2555.32,13.93
2018/12/3,2654.8,2647.13,2665.3,2629.18,20.75
2018/12/4,2665.96,2651.56,2666.08,2644.9,16.79
2018/12/5,2649.81,2629.83,2660.39,2625.91,15.45
2018/12/6,2605.18,2629.82,2633.68,2603.13,14.17
2018/12/7,2605.89,2609.34,2614.58,2599.28,10.91
2018/12/10,2584.58,2589.19,2599.76,2576.24,11.32
2018/12/11,2594.09,2587.01,2596.15,2583.2,10.13
2018/12/12,2602.15,2608.11,2610.01,2595.07,10.35
2018/12/13,2634.05,2607.14,2645.84,2599.46,15.07
2018/12/14,2593.74,2627.28,2629.16,2593.74,14.59
2018/12/17,2597.97,2587.26,2598.97,2573.87,11.74
2018/12/18,2576.65,2583.63,2599.15,2563.57,11.7
2018/12/19,2549.56,2578.68,2579.87,2547.08,10.77
2018/12/20,2536.27,2544.51,2554.86,2516.02,12.06
2018/12/21,2516.25,2526.55,2527.42,2498.69,11.57
2018/12/24,2527.01,2506.74,2529.44,2500.44,9.73
2018/12/25,2504.82,2503.95,2513.96,2462.84,14.07
2018/12/26,2498.29,2501.12,2513.83,2492.08,10.88
2018/12/27,2483.09,2527.72,2532,2483.09,13.54
2018/12/28,2493.9,2483.62,2505.11,2478.32,11.92
2019/1/2,2465.29,2497.88,2500.28,2456.42,10.99
2019/1/3,2464.36,2461.78,2488.48,2455.93,12.44
2019/1/4,2514.87,2446.02,2515.32,2440.91,16.89
2019/1/7,2533.09,2528.7,2536.98,2515.51,17.73
2019/1/8,2526.46,2530.3,2531.34,2520.16,15.81
2019/1/9,2544.34,2536.42,2574.41,2536.16,19.19
2019/1/10,2535.1,2543.85,2551.83,2531.66,15.99
2019/1/11,2553.83,2539.55,2554.79,2533.36,14.94
2019/1/14,2535.77,2553.33,2556.29,2533.01,14.48
2019/1/15,2570.34,2537.37,2571.5,2532.43,16.03
2019/1/16,2570.42,2569.07,2574.24,2563.01,14.93
2019/1/17,2559.64,2573.58,2582.56,2557.71,16.25
2019/1/18,2596.01,2567.74,2598.88,2565.9,19.08
2019/1/21,2610.51,2599.06,2618.98,2599.06,16.34
2019/1/22,2579.7,2609.64,2609.64,2573.06,15.25
2019/1/23,2581,2575.26,2589.51,2572.41,13.14
2019/1/24,2591.69,2584.65,2597.29,2569.7,15.4
2019/1/25,2601.72,2596.26,2617,2595.63,15.94
2019/1/28,2596.98,2615.71,2630.32,2591.1,14.7
2019/1/29,2594.25,2592.35,2601.74,2559.98,15.56
2019/1/30,2575.58,2584.75,2598.82,2575.41,12.05
2019/1/31,2584.57,2581.33,2606.63,2571.58,15.43
2019/2/1,2618.23,2597.78,2618.48,2590.55,13.2
2019/2/11,2653.9,2613.17,2654.1,2613.17,15.49
2019/2/12,2671.89,2654.03,2674.48,2648.83,18.41
2019/2/13,2721.07,2674.52,2727.07,2666.52,24.38
2019/2/14,2719.7,2715.54,2729.45,2707.49,19.7
2019/2/15,2682.39,2712.79,2715.63,2679.78,19.6
2019/2/18,2754.36,2699.82,2754.36,2699.82,26.04
2019/2/19,2755.65,2759.5,2780.78,2737.59,28.8
2019/2/20,2761.22,2761.06,2767.41,2739.98,24.6
2019/2/21,2751.8,2759.94,2794.01,2744.98,29.87
2019/2/22,2804.23,2749.46,2804.23,2736.33,30.15
2019/2/25,2961.28,2838.39,2961.8,2838.39,52.87
2019/2/26,2941.52,2969.1,2995.68,2938.62,56.56
2019/2/27,2953.82,2939.93,2997.49,2924.64,47.5
2019/2/28,2940.95,2950.05,2965.3,2930.2,35.02
2019/3/1,2994.01,2954.4,2994.01,2930.83,34.58
2019/3/4,3027.58,3015.94,3090.8,3006.94,52.56
2019/3/5,3054.25,3019.88,3054.96,3009.45,42.41
2019/3/6,3102.1,3060.43,3103.83,3050.11,55.5
2019/3/7,3106.42,3103.67,3129.94,3074.98,58.38
2019/3/8,2969.86,3038.34,3075.05,2969.58,57.79
2019/3/11,3026.99,2969.08,3028.25,2963.58,42.62
2019/3/12,3060.31,3049.08,3093.39,3029.9,51.12
2019/3/13,3026.95,3062.33,3065.29,3013.93,45.32
2019/3/14,2990.68,3013.6,3041.16,2968.82,37.31
2019/3/15,3021.75,3000.88,3048.12,2999.43,34.12
2019/3/18,3096.42,3027.8,3096.42,3009.51,39.78
2019/3/19,3090.97,3099.9,3113.43,3076.36,35.09
2019/3/20,3090.64,3084.17,3102.52,3053.45,35.86
2019/3/21,3101.45,3094.12,3125.02,3086.85,41.43
2019/3/22,3104.15,3100.73,3107.28,3064.88,36.48
2019/3/25,3043.03,3058.8,3087,3041.95,38.03
2019/3/26,2997.1,3057.56,3062.69,2988.49,35.35
2019/3/27,3022.72,3012.26,3022.76,2987.77,29.14
2019/3/28,2994.94,3009.8,3025.78,2991.78,28.81
2019/3/29,3090.76,3000.68,3093.03,2999.99,37.51
2019/4/1,3170.36,3111.66,3176.62,3111.66,46.61
2019/4/2,3176.82,3183.27,3193.27,3164.91,44.71
2019/4/3,3216.3,3159.15,3219.26,3152.33,43.05
2019/4/4,3246.57,3233.69,3254.14,3216.85,46.91
2019/4/8,3244.81,3271.27,3288.45,3210.52,50.45
2019/4/9,3239.66,3240.39,3251.65,3215.7,36.42
2019/4/10,3241.93,3224.65,3264.78,3204.88,38.01
2019/4/11,3189.96,3241.55,3254.13,3185.55,35.3
2019/4/12,3188.63,3184.86,3199.28,3168.04,28.98
2019/4/15,3177.79,3233.46,3253.98,3177.27,34.88
2019/4/16,3253.6,3164.4,3253.6,3153.21,35.79
2019/4/17,3263.12,3250.15,3275.33,3239.8,35.75
2019/4/18,3250.2,3261.07,3271.39,3241.83,32.55
2019/4/19,3270.8,3250.15,3274.33,3226.81,31.52
2019/4/22,3215.04,3278.49,3279.49,3206.88,35.32
2019/4/23,3198.59,3211.87,3231.58,3186.76,32.84
2019/4/24,3201.61,3203.56,3210.65,3156.61,27.49
2019/4/25,3123.83,3190.59,3193.75,3123.03,32.59
2019/4/26,3086.4,3108.16,3129.21,3085.8,28.09
2019/4/29,3062.5,3090.63,3107.76,3050.03,29.21
2019/4/30,3078.34,3052.62,3088.41,3052.62,22.23
2019/5/6,2906.46,2984.73,2986.54,2876.47,32.7
2019/5/7,2926.39,2914.29,2937.28,2889.07,25.33
2019/5/8,2893.76,2873.14,2929.43,2866.7,23.15
2019/5/9,2850.95,2871.2,2888.86,2845.04,20
2019/5/10,2939.21,2878.23,2941.45,2838.38,28.23
2019/5/13,2903.71,2905.07,2921.41,2892.17,21.2
2019/5/14,2883.61,2872.83,2909.2,2872.83,20.83
2019/5/15,2938.68,2902.64,2945.39,2902.64,23.05
2019/5/16,2955.71,2933.5,2956.17,2929.06,24.84
2019/5/17,2882.3,2955.77,2956.78,2873.8,26.63
2019/5/20,2870.6,2874.8,2882.63,2838.45,20.95
2019/5/21,2905.97,2867.71,2919.24,2862.5,21.14
2019/5/22,2891.7,2905.52,2912.4,2879.64,20
2019/5/23,2852.52,2880.84,2885.14,2846.96,19.73
2019/5/24,2852.99,2847.84,2871.86,2846.02,16.72
2019/5/27,2892.38,2851.28,2898.13,2833.04,19.67
2019/5/28,2909.91,2890.27,2924.04,2887.08,22.33
2019/5/29,2914.7,2894.83,2934.98,2890.66,19.9
2019/5/30,2905.81,2903.42,2907.85,2881.38,20.58
2019/5/31,2898.7,2904.5,2922.91,2895.58,19.52
2019/6/3,2890.08,2901.74,2920.83,2875.9,21.59
2019/6/4,2862.28,2887.64,2888.39,2851.97,18.85
2019/6/5,2861.42,2882.94,2888.77,2858.57,18.16
2019/6/6,2827.8,2862.33,2862.33,2822.19,17.71
2019/6/10,2852.13,2833.01,2861.13,2824.36,16.66
2019/6/11,2925.72,2854.07,2927.43,2854.07,26.05
2019/6/12,2909.38,2917.22,2924.7,2903.88,24.03
2019/6/13,2910.74,2905.29,2918.42,2885.92,21.3
2019/6/14,2881.97,2913,2924.32,2879.66,21.54
2019/6/17,2887.62,2880.42,2902.48,2877.39,15.4
2019/6/18,2890.16,2891.09,2898.33,2874.31,14.77
2019/6/19,2917.8,2944.12,2953.34,2916.21,23.08
2019/6/20,2987.12,2917.33,2997.39,2915.09,29.1
2019/6/21,3001.98,2990.37,3010.35,2989.25,28.7
2019/6/24,3008.15,3004.29,3012.83,2994.42,21.05
2019/6/25,2982.07,3004.91,3004.91,2948.99,24.37
2019/6/26,2976.28,2964.62,2986.91,2958.46,17.44
2019/6/27,2996.79,2982.61,3011.54,2981.05,19.54
2019/6/28,2978.88,2992.24,2992.24,2961.22,18.14
2019/7/1,3044.9,3024.62,3045.37,3014.69,25.08
2019/7/2,3043.94,3042.58,3048.48,3033.78,21.45
2019/7/3,3015.26,3031.83,3031.83,3006.32,21.23
2019/7/4,3005.25,3015.68,3024.5,2991.91,19.44
2019/7/5,3011.06,3004.74,3014.85,2990.92,15.68
2019/7/8,2933.36,2997.81,2997.81,2918.72,21.15
2019/7/9,2928.23,2928.82,2937.76,2912.81,14.51
2019/7/10,2915.3,2935.19,2936.75,2908.16,13.55
2019/7/11,2917.76,2928.06,2945.8,2907.89,14.37
2019/7/12,2930.55,2915.34,2938.53,2905.81,13.78
2019/7/15,2942.19,2921.55,2955,2886.7,16.76
2019/7/16,2937.62,2938.64,2944.82,2931.29,13.18
2019/7/17,2931.69,2933.02,2942.07,2924.46,14.96
2019/7/18,2901.18,2921.74,2921.74,2901.18,14.99
2019/7/19,2924.2,2909.68,2939.6,2909.68,14.95
2019/7/22,2886.97,2925.79,2927.16,2879.69,18.07
2019/7/23,2899.94,2886.9,2901.36,2883.05,12.93
2019/7/24,2923.28,2907.93,2936.45,2907.79,15.52
2019/7/25,2937.36,2923.19,2937.36,2916.15,14.57
2019/7/26,2944.54,2928.06,2948.33,2924.45,13.93
2019/7/29,2941.01,2943.92,2948.47,2932.98,12.8
2019/7/30,2952.34,2946.26,2965.63,2946.26,14.83
